/problem,/plan_properties/number_of_steps,/plan_properties/number_of_actions,/plan_properties/number_of_agents,/simulation/failed_actions,/simulation/failed_actions_cardinality,/cnf_model_details/failure_model,/cnf_model_details/conflict_model,/cnf_model_details/conflict_retries_model,/cnf_model_details/max_failures_restriction,/cnf/clauses_num,/cnf/variables_num,/execution_time/cnf_compilation_mils,/execution_time/final_var_state_calc_mils,/execution_time/sat_solving_mils/0,/execution_time/sat_solving_mils/1,/solution/number_of_solutions,/solution/solution_index,/solution/solution_cardinality,/execution_time/sat_solving_mils/2,/execution_time/sat_solving_mils/3,/execution_time/sat_solving_mils/4,/execution_time/out_of_memory,/execution_time/sat_solving_mils/5,/execution_time/sat_solving_mils/6,/execution_time/sat_solving_mils/7,/execution_time/sat_solving_mils/8,/execution_time/sat_solving_mils/9,/execution_time/sat_solving_mils/10,/execution_time/sat_solving_mils/11
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1264.0,16.0,43.0,1.0,0.0,2.0,33.0,,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1254.0,17.0,30.0,1.0,0.0,3.0,119.0,440.0,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1234.0,19.0,28.0,1.0,0.0,3.0,141.0,435.0,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1354.0,20.0,29.0,1.0,0.0,4.0,109.0,1184.0,34943.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1333.0,17.0,31.0,1.0,0.0,3.0,119.0,404.0,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1377.0,18.0,26.0,1.0,0.0,3.0,119.0,409.0,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1316.0,15.0,29.0,1.0,0.0,4.0,112.0,1234.0,36157.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1204.0,18.0,28.0,1.0,0.0,4.0,117.0,1360.0,36218.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1244.0,18.0,26.0,1.0,0.0,4.0,110.0,1307.0,36193.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1348.0,18.0,32.0,1.0,0.0,4.0,114.0,1289.0,42215.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1196.0,17.0,28.0,1.0,0.0,3.0,120.0,434.0,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1202.0,18.0,28.0,1.0,0.0,3.0,119.0,479.0,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:02, Agent:planer0,Action:do-plane~planer0~p3~rough~black~glazed=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1199.0,19.0,27.0,1.0,0.0,4.0,109.0,1189.0,37214.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1316.0,16.0,29.0,1.0,0.0,4.0,110.0,1188.0,36045.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1368.0,17.0,31.0,1.0,0.0,3.0,124.0,360.0,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1231.0,19.0,28.0,1.0,0.0,3.0,126.0,429.0,,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1204.0,18.0,28.0,1.0,0.0,4.0,111.0,1189.0,36757.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:04, Agent:saw0,Action:do-saw-medium~saw0~b1~p15~mahogany~rough~s6~s5~s4=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1195.0,18.0,26.0,1.0,0.0,4.0,109.0,1256.0,37225.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1594.0,16.0,25.0,1.0,0.0,4.0,117.0,1173.0,34148.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1305.0,16.0,29.0,1.0,0.0,4.0,108.0,1199.0,32422.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:01, Agent:saw0,Action:do-saw-medium~saw0~b6~p5~walnut~rough~s2~s1~s0=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1416.0,19.0,29.0,1.0,0.0,4.0,110.0,1200.0,35381.0,,,,,,,,
"woodworking_p06.problem",15.0,48.0,6.0,"[Index:07, Agent:planer0,Action:do-plane~planer0~p4~rough~green~glazed=FAILED, Index:10, Agent:glazer0,Action:do-glaze~glazer0~p8~natural=FAILED, Index:00, Agent:saw0,Action:do-saw-small~saw0~b4~p3~pine~rough~s4~s3=FAILED, Index:13, Agent:glazer0,Action:do-glaze~glazer0~p17~red=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p12~rough~natural~untreated=FAILED]",5.0,"delay one step","no effects model","no retries",5.0,21196.0,11102.0,275.0,1335.0,18.0,54.0,1.0,0.0,5.0,109.0,1142.0,41310.0,,2373515.0,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:13, Agent:saw0,Action:do-saw-medium~saw0~b4~p5~teak~smooth~s5~s4~s3=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,3188.0,46.0,33.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:11, Agent:saw0,Action:do-saw-large~saw0~b4~p1~teak~smooth~s5~s3~s4~s2=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2815.0,48.0,33.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:04, Agent:planer0,Action:do-plane~planer0~p13~smooth~blue~varnished=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2840.0,48.0,57.0,2.0,0.0,1.0,29.0,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:10, Agent:immersion-varnisher0,Action:do-immersion-varnish~immersion-varnisher0~p7~mauve~smooth=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2936.0,50.0,37.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:14, Agent:saw0,Action:do-saw-small~saw0~b7~p3~oak~rough~s5~s4=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2847.0,49.0,33.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:09, Agent:saw0,Action:do-saw-medium~saw0~b2~p2~beech~rough~s2~s1~s0=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2864.0,49.0,27.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:09, Agent:planer0,Action:do-plane~planer0~p7~rough~natural~untreated=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2931.0,48.0,55.0,2.0,1.0,1.0,31.0,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:15, Agent:glazer0,Action:do-glaze~glazer0~p3~blue=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2926.0,47.0,35.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:19, Agent:glazer0,Action:do-glaze~glazer0~p18~black=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2930.0,45.0,29.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:04, Agent:saw0,Action:do-saw-small~saw0~b8~p8~cherry~rough~s6~s5=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2619.0,47.0,33.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:02, Agent:highspeed-saw0,Action:load-highspeed-saw~highspeed-saw0~b1=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2719.0,46.0,32.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:02, Agent:saw0,Action:do-saw-medium~saw0~b6~p13~oak~smooth~s7~s6~s5=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2641.0,46.0,33.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:13, Agent:grinder0,Action:do-grind~grinder0~p13~smooth~natural~untreated~untreated=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2907.0,48.0,61.0,2.0,1.0,1.0,28.0,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:15, Agent:saw0,Action:do-saw-medium~saw0~b2~p12~beech~rough~s2~s1~s0=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2888.0,47.0,36.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:03, Agent:highspeed-saw0,Action:cut-board-medium~highspeed-saw0~b1~p9~beech~smooth~s8~s7~s6=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2594.0,46.0,32.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:05, Agent:planer0,Action:do-plane~planer0~p18~rough~black~glazed=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2838.0,47.0,31.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:16, Agent:saw0,Action:do-saw-small~saw0~b7~p10~oak~rough~s5~s4=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2924.0,51.0,58.0,2.0,1.0,1.0,29.0,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:04, Agent:glazer0,Action:do-glaze~glazer0~p18~black=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2666.0,47.0,34.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:05, Agent:glazer0,Action:do-glaze~glazer0~p8~blue=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2770.0,46.0,32.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:10, Agent:grinder0,Action:do-grind~grinder0~p6~smooth~white~glazed~untreated=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2844.0,50.0,33.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:12, Agent:saw0,Action:do-saw-small~saw0~b4~p16~teak~smooth~s5~s4=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2843.0,47.0,31.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:03, Agent:immersion-varnisher0,Action:do-immersion-varnish~immersion-varnisher0~p13~blue~smooth=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2636.0,48.0,34.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:12, Agent:grinder0,Action:do-grind~grinder0~p18~smooth~natural~untreated~untreated=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2870.0,46.0,32.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:01, Agent:glazer0,Action:do-glaze~glazer0~p4~black=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2969.0,46.0,31.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:07, Agent:grinder0,Action:do-grind~grinder0~p14~smooth~mauve~glazed~untreated=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2861.0,47.0,32.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:08, Agent:saw0,Action:do-saw-medium~saw0~b5~p7~mahogany~rough~s9~s8~s7=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2802.0,48.0,35.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:18, Agent:glazer0,Action:do-glaze~glazer0~p14~mauve=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2897.0,48.0,34.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:05, Agent:saw0,Action:do-saw-medium~saw0~b6~p14~oak~smooth~s7~s6~s5=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2677.0,43.0,27.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:07, Agent:saw0,Action:do-saw-medium~saw0~b4~p19~teak~smooth~s5~s4~s3=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2783.0,47.0,33.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:11, Agent:immersion-varnisher0,Action:do-immersion-varnish~immersion-varnisher0~p6~white~verysmooth=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,34160.0,18608.0,496.0,2929.0,48.0,34.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:13, Agent:saw0,Action:do-saw-medium~saw0~b4~p5~teak~smooth~s5~s4~s3=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p13~smooth~blue~varnished=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,34160.0,18608.0,496.0,2731.0,26.0,72.0,2.0,1.0,2.0,86.0,60.0,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:11, Agent:saw0,Action:do-saw-large~saw0~b4~p1~teak~smooth~s5~s3~s4~s2=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p13~smooth~blue~varnished=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,34160.0,18608.0,496.0,2726.0,27.0,75.0,2.0,0.0,2.0,85.0,58.0,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:07, Agent:immersion-varnisher0,Action:do-immersion-varnish~immersion-varnisher0~p9~white~verysmooth=FAILED, Index:13, Agent:saw0,Action:do-saw-medium~saw0~b4~p5~teak~smooth~s5~s4~s3=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,34160.0,18608.0,496.0,2829.0,58.0,32.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:07, Agent:immersion-varnisher0,Action:do-immersion-varnish~immersion-varnisher0~p9~white~verysmooth=FAILED, Index:11, Agent:saw0,Action:do-saw-large~saw0~b4~p1~teak~smooth~s5~s3~s4~s2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,34160.0,18608.0,496.0,2810.0,48.0,33.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:07, Agent:immersion-varnisher0,Action:do-immersion-varnish~immersion-varnisher0~p9~white~verysmooth=FAILED, Index:04, Agent:planer0,Action:do-plane~planer0~p13~smooth~blue~varnished=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,34160.0,18608.0,496.0,2835.0,47.0,55.0,2.0,0.0,1.0,29.0,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:13, Agent:saw0,Action:do-saw-medium~saw0~b4~p5~teak~smooth~s5~s4~s3=FAILED, Index:05, Agent:highspeed-saw0,Action:cut-board-large~highspeed-saw0~b1~p17~beech~smooth~s8~s6~s7~s5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,34160.0,18608.0,496.0,2854.0,49.0,31.0,1.0,0.0,1.0,,,,,,,,,,,
"woodworking_p07.problem",20.0,63.0,6.0,"[Index:11, Agent:saw0,Action:do-saw-large~saw0~b4~p1~teak~smooth~s5~s3~s4~s2=FAILED, Index:05, Agent:highspeed-saw0,Action:cut-board-large~highspeed-saw0~b1~p17~beech~smooth~s8~s6~s7~s5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,34160.0,18608.0,496.0,2881.0,46.0,31.0,1.0,0.0,1.0,,,,,,,,,,,
