/problem,/number_of_steps,/number_of_actions,/number_of_agents,/failed_actions_cardinality,/clauses_num,/variables_num,/number_of_solutions,/solution_index,/solution_cardinality,/sat_solving_mils,/correct_solution_findind_mils,/first_solution_time_mils
"elevator1","10","16","3","1","2057","631","2","0","1","70","45","45"
"elevator1","10","16","3","1","2057","631","2","1","1","24","12","5"
"elevator1","10","16","3","1","2057","631","1","0","1","15","5","5"
"elevator1","10","16","3","1","2057","631","1","0","1","19","4","4"
"elevator1","10","16","3","1","2057","631","1","0","1","17","5","5"
"elevator1","10","16","3","1","2057","631","1","0","1","18","5","5"
"elevator1","10","16","3","1","2057","631","1","0","1","16","4","4"
"elevator1","10","16","3","1","2057","631","2","0","1","19","4","4"
"elevator1","10","16","3","1","2057","631","1","0","1","20","6","6"
"elevator1","10","16","3","1","2057","631","1","0","1","13","5","5"
"elevator1","10","16","3","1","2057","631","1","0","1","15","5","5"
"elevator1","10","16","3","1","2057","631","1","0","1","16","4","4"
"elevator1","10","16","3","1","2057","631","1","0","1","14","5","5"
"elevator1","10","16","3","1","2057","631","1","0","1","20","5","5"
"elevator1","10","16","3","1","2057","631","2","1","1","19","9","5"
"elevator1","10","16","3","1","2057","631","1","0","1","11","4","4"
"elevator2","6","9","2","1","1218","384","1","0","1","8","2","2"
"elevator2","6","9","2","1","1218","384","1","0","1","8","2","2"
"elevator2","6","9","2","1","1218","384","1","0","1","9","3","3"
"elevator2","6","9","2","1","1218","384","1","0","1","7","2","2"
"elevator2","6","9","2","1","1218","384","1","0","1","10","2","2"
"elevator2","6","9","2","1","1218","384","1","0","1","6","2","2"
"elevator2","6","9","2","1","1218","384","1","0","1","8","2","2"
"elevator2","6","9","2","1","1218","384","1","0","1","8","2","2"
"elevator2","6","9","2","1","1218","384","1","0","1","10","2","2"
"elevator3","11","18","2","1","2526","726","1","0","1","16","4","4"
"elevator3","11","18","2","1","2526","726","1","0","1","16","4","4"
"elevator3","11","18","2","1","2526","726","1","0","1","16","4","4"
"elevator3","11","18","2","1","2526","726","1","0","1","16","3","3"
"elevator3","11","18","2","1","2526","726","1","0","1","19","4","4"
"elevator3","11","18","2","1","2526","726","1","0","1","24","6","6"
"elevator3","11","18","2","1","2526","726","1","0","1","15","4","4"
"elevator3","11","18","2","1","2526","726","2","0","1","20","5","5"
"elevator3","11","18","2","1","2526","726","1","0","1","14","3","3"
"elevator3","11","18","2","1","2526","726","1","0","1","13","4","4"
"elevator3","11","18","2","1","2526","726","1","0","1","16","4","4"
"elevator3","11","18","2","1","2526","726","1","0","1","17","4","4"
"elevator3","11","18","2","1","2526","726","2","1","1","23","11","4"
"elevator3","11","18","2","1","2526","726","2","1","1","20","8","4"
"elevator3","11","18","2","1","2526","726","1","0","1","18","4","4"
"elevator3","11","18","2","1","2526","726","1","0","1","13","3","3"
"elevator3","11","18","2","1","2526","726","2","0","1","20","4","4"
"elevator3","11","18","2","1","2526","726","1","0","1","16","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","23","5","5"
"elevator4","11","21","4","1","3097","951","1","0","1","22","5","5"
"elevator4","11","21","4","1","3097","951","2","0","1","29","5","5"
"elevator4","11","21","4","1","3097","951","1","0","1","16","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","16","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","20","5","5"
"elevator4","11","21","4","1","3097","951","1","0","1","20","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","17","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","21","5","5"
"elevator4","11","21","4","1","3097","951","1","0","1","16","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","14","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","17","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","25","7","7"
"elevator4","11","21","4","1","3097","951","1","0","1","22","6","6"
"elevator4","11","21","4","1","3097","951","1","0","1","23","5","5"
"elevator4","11","21","4","1","3097","951","1","0","1","19","5","5"
"elevator4","11","21","4","1","3097","951","1","0","1","18","4","4"
"elevator4","11","21","4","1","3097","951","1","0","1","16","3","3"
"elevator4","11","21","4","1","3097","951","1","0","1","19","5","5"
"elevator4","11","21","4","1","3097","951","1","0","1","16","4","4"
"elevator4","11","21","4","1","3097","951","2","1","1","26","11","5"
"elevator5","17","23","3","1","3682","1239","2","1","1","27","11","5"
"elevator5","17","23","3","1","3682","1239","1","0","1","19","5","5"
"elevator5","17","23","3","1","3682","1239","2","0","1","35","6","6"
"elevator5","17","23","3","1","3682","1239","1","0","1","21","5","5"
"elevator5","17","23","3","1","3682","1239","1","0","1","24","5","5"
"elevator5","17","23","3","1","3682","1239","1","0","1","22","4","4"
"elevator5","17","23","3","1","3682","1239","2","0","1","28","5","5"
"elevator5","17","23","3","1","3682","1239","1","0","1","23","5","5"
"elevator5","17","23","3","1","3682","1239","2","1","1","26","10","5"
"elevator5","17","23","3","1","3682","1239","1","0","1","20","4","4"
"elevator5","17","23","3","1","3682","1239","1","0","1","20","4","4"
"elevator5","17","23","3","1","3682","1239","2","1","1","28","11","6"
"elevator5","17","23","3","1","3682","1239","1","0","1","22","4","4"
"elevator5","17","23","3","1","3682","1239","1","0","1","20","5","5"
"elevator5","17","23","3","1","3682","1239","1","0","1","119","4","4"
"elevator5","17","23","3","1","3682","1239","1","0","1","21","5","5"
"elevator5","17","23","3","1","3682","1239","2","1","1","24","9","5"
"elevator5","17","23","3","1","3682","1239","1","0","1","19","4","4"
"elevator5","17","23","3","1","3682","1239","1","0","1","20","4","4"
"elevator5","17","23","3","1","3682","1239","1","0","1","22","5","5"
"elevator5","17","23","3","1","3682","1239","2","0","1","25","4","4"
"elevator5","17","23","3","1","3682","1239","2","0","1","29","5","5"
"elevator5","17","23","3","1","3682","1239","1","0","1","22","5","5"
"elevator6","11","26","4","1","3653","1038","2","0","1","29","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","24","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","22","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","29","4","4"
"elevator6","11","26","4","1","3653","1038","2","0","1","39","7","7"
"elevator6","11","26","4","1","3653","1038","1","0","1","31","5","5"
"elevator6","11","26","4","1","3653","1038","1","0","1","24","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","21","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","24","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","21","4","4"
"elevator6","11","26","4","1","3653","1038","2","1","1","30","9","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","26","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","23","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","22","3","3"
"elevator6","11","26","4","1","3653","1038","1","0","1","25","5","5"
"elevator6","11","26","4","1","3653","1038","1","0","1","22","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","24","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","28","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","26","5","5"
"elevator6","11","26","4","1","3653","1038","2","1","1","26","7","3"
"elevator6","11","26","4","1","3653","1038","1","0","1","21","4","4"
"elevator6","11","26","4","1","3653","1038","1","0","1","27","4","4"
"elevator6","11","26","4","1","3653","1038","2","0","1","36","5","5"
"elevator6","11","26","4","1","3653","1038","1","0","1","25","4","4"
"elevator6","11","26","4","1","3653","1038","2","1","1","28","9","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","30","4","4"
"elevator7","16","29","3","1","4315","1345","2","1","1","41","11","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","29","5","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","28","4","4"
"elevator7","16","29","3","1","4315","1345","2","1","1","45","9","4"
"elevator7","16","29","3","1","4315","1345","1","0","1","30","5","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","28","4","4"
"elevator7","16","29","3","1","4315","1345","2","1","1","39","10","5"
"elevator7","16","29","3","1","4315","1345","2","1","1","36","9","4"
"elevator7","16","29","3","1","4315","1345","1","0","1","26","4","4"
"elevator7","16","29","3","1","4315","1345","1","0","1","41","5","5"
"elevator7","16","29","3","1","4315","1345","2","0","1","40","5","5"
"elevator7","16","29","3","1","4315","1345","2","0","1","43","5","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","43","6","6"
"elevator7","16","29","3","1","4315","1345","1","0","1","32","5","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","31","4","4"
"elevator7","16","29","3","1","4315","1345","2","1","1","39","11","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","35","5","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","42","5","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","39","7","7"
"elevator7","16","29","3","1","4315","1345","2","0","1","49","6","6"
"elevator7","16","29","3","1","4315","1345","1","0","1","37","5","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","39","5","5"
"elevator7","16","29","3","1","4315","1345","1","0","1","39","6","6"
"elevator7","16","29","3","1","4315","1345","2","0","1","39","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","17","5","5"
"elevator8","14","19","2","1","3238","1107","1","0","1","15","3","3"
"elevator8","14","19","2","1","3238","1107","1","0","1","17","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","16","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","17","5","5"
"elevator8","14","19","2","1","3238","1107","1","0","1","20","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","16","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","15","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","16","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","17","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","18","5","5"
"elevator8","14","19","2","1","3238","1107","1","0","1","16","3","3"
"elevator8","14","19","2","1","3238","1107","1","0","1","16","5","5"
"elevator8","14","19","2","1","3238","1107","1","0","1","15","5","5"
"elevator8","14","19","2","1","3238","1107","1","0","1","16","3","3"
"elevator8","14","19","2","1","3238","1107","2","0","1","21","5","5"
"elevator8","14","19","2","1","3238","1107","2","1","1","17","7","3"
"elevator8","14","19","2","1","3238","1107","1","0","1","18","4","4"
"elevator8","14","19","2","1","3238","1107","1","0","1","16","4","4"
"elevator9","27","37","3","1","6951","2463","1","0","1","67","9","9"
"elevator9","27","37","3","1","6951","2463","1","0","1","71","7","7"
"elevator9","27","37","3","1","6951","2463","1","0","1","68","8","8"
"elevator9","27","37","3","1","6951","2463","1","0","1","67","9","9"
"elevator9","27","37","3","1","6951","2463","2","1","1","86","17","8"
"elevator9","27","37","3","1","6951","2463","1","0","1","76","9","9"
"elevator9","27","37","3","1","6951","2463","2","1","1","98","27","8"
"elevator9","27","37","3","1","6951","2463","2","1","1","85","19","9"
"elevator9","27","37","3","1","6951","2463","1","0","1","69","9","9"
"elevator9","27","37","3","1","6951","2463","1","0","1","65","8","8"
"elevator9","27","37","3","1","6951","2463","1","0","1","74","10","10"
"elevator9","27","37","3","1","6951","2463","2","0","1","76","8","8"
"elevator9","27","37","3","1","6951","2463","1","0","1","64","8","8"
"elevator9","27","37","3","1","6951","2463","1","0","1","75","9","9"
"elevator9","27","37","3","1","6951","2463","1","0","1","91","9","9"
"elevator9","27","37","3","1","6951","2463","2","1","1","100","24","9"
"elevator9","27","37","3","1","6951","2463","1","0","1","65","8","8"
"elevator9","27","37","3","1","6951","2463","2","0","1","90","8","8"
"elevator9","27","37","3","1","6951","2463","1","0","1","71","10","10"
"elevator9","27","37","3","1","6951","2463","1","0","1","71","9","9"
"elevator9","27","37","3","1","6951","2463","2","0","1","87","8","8"
"elevator9","27","37","3","1","6951","2463","2","0","1","94","8","8"
"elevator9","27","37","3","1","6951","2463","1","0","1","96","10","10"
"elevator9","27","37","3","1","6951","2463","1","0","1","74","8","8"
"elevator9","27","37","3","1","6951","2463","1","0","1","85","13","13"
"elevator10","11","31","4","1","4194","1173","1","0","1","47","5","5"
"elevator10","11","31","4","1","4194","1173","1","0","1","40","4","4"
"elevator10","11","31","4","1","4194","1173","1","0","1","41","6","6"
"elevator10","11","31","4","1","4194","1173","2","0","1","49","6","6"
"elevator10","11","31","4","1","4194","1173","1","0","1","42","5","5"
"elevator10","11","31","4","1","4194","1173","2","1","1","62","13","6"
"elevator10","11","31","4","1","4194","1173","2","1","1","45","11","6"
"elevator10","11","31","4","1","4194","1173","1","0","1","43","6","6"
"elevator10","11","31","4","1","4194","1173","2","1","1","54","18","8"
"elevator10","11","31","4","1","4194","1173","1","0","1","52","8","8"
"elevator10","11","31","4","1","4194","1173","1","0","1","47","7","7"
"elevator10","11","31","4","1","4194","1173","1","0","1","42","5","5"
"elevator10","11","31","4","1","4194","1173","2","0","1","52","5","5"
"elevator10","11","31","4","1","4194","1173","1","0","1","44","6","6"
"elevator10","11","31","4","1","4194","1173","1","0","1","44","6","6"
"elevator10","11","31","4","1","4194","1173","1","0","1","44","6","6"
"elevator10","11","31","4","1","4194","1173","2","0","1","47","5","5"
"elevator10","11","31","4","1","4194","1173","1","0","1","41","6","6"
"elevator10","11","31","4","1","4194","1173","1","0","1","43","6","6"
"elevator10","11","31","4","1","4194","1173","1","0","1","41","6","6"
"elevator10","11","31","4","1","4194","1173","1","0","1","46","6","6"
"elevator10","11","31","4","1","4194","1173","1","0","1","43","5","5"
"elevator10","11","31","4","1","4194","1173","1","0","1","42","5","5"
"elevator10","11","31","4","1","4194","1173","1","0","1","41","5","5"
"elevator10","11","31","4","1","4194","1173","1","0","1","43","6","6"
"elevator11","13","19","3","1","2795","869","1","0","1","18","4","4"
"elevator11","13","19","3","1","2795","869","1","0","1","17","4","4"
"elevator11","13","19","3","1","2795","869","1","0","1","16","3","3"
"elevator11","13","19","3","1","2795","869","2","1","1","22","9","5"
"elevator11","13","19","3","1","2795","869","2","0","1","21","4","4"
"elevator11","13","19","3","1","2795","869","2","0","1","20","4","4"
"elevator11","13","19","3","1","2795","869","1","0","1","17","6","6"
"elevator11","13","19","3","1","2795","869","1","0","1","18","4","4"
"elevator11","13","19","3","1","2795","869","1","0","1","16","4","4"
"elevator11","13","19","3","1","2795","869","1","0","1","17","5","5"
"elevator11","13","19","3","1","2795","869","1","0","1","14","3","3"
"elevator11","13","19","3","1","2795","869","1","0","1","15","4","4"
"elevator11","13","19","3","1","2795","869","1","0","1","24","11","11"
"elevator11","13","19","3","1","2795","869","1","0","1","15","3","3"
"elevator11","13","19","3","1","2795","869","2","1","1","19","7","3"
"elevator11","13","19","3","1","2795","869","1","0","1","15","4","4"
"elevator11","13","19","3","1","2795","869","1","0","1","16","3","3"
"elevator11","13","19","3","1","2795","869","1","0","1","15","3","3"
"elevator11","13","19","3","1","2795","869","1","0","1","18","4","4"
"elevator12","15","16","2","1","2688","944","1","0","1","16","4","4"
"elevator12","15","16","2","1","2688","944","1","0","1","16","4","4"
"elevator12","15","16","2","1","2688","944","1","0","1","18","5","5"
"elevator12","15","16","2","1","2688","944","1","0","1","16","5","5"
"elevator12","15","16","2","1","2688","944","2","0","1","20","4","4"
"elevator12","15","16","2","1","2688","944","1","0","1","15","4","4"
"elevator12","15","16","2","1","2688","944","2","0","1","18","4","4"
"elevator12","15","16","2","1","2688","944","1","0","1","15","4","4"
"elevator12","15","16","2","1","2688","944","1","0","1","17","5","5"
"elevator12","15","16","2","1","2688","944","1","0","1","17","5","5"
"elevator12","15","16","2","1","2688","944","1","0","1","16","5","5"
"elevator12","15","16","2","1","2688","944","1","0","1","16","5","5"
"elevator12","15","16","2","1","2688","944","2","1","1","18","9","5"
"elevator12","15","16","2","1","2688","944","1","0","1","14","4","4"
"elevator12","15","16","2","1","2688","944","1","0","1","15","4","4"
"elevator12","15","16","2","1","2688","944","1","0","1","14","4","4"
"elevator13","7","16","3","1","1879","512","2","1","1","15","6","3"
"elevator13","7","16","3","1","1879","512","1","0","1","11","3","3"
"elevator13","7","16","3","1","1879","512","1","0","1","13","2","2"
"elevator13","7","16","3","1","1879","512","1","0","1","13","3","3"
"elevator13","7","16","3","1","1879","512","1","0","1","14","4","4"
"elevator13","7","16","3","1","1879","512","1","0","1","13","4","4"
"elevator13","7","16","3","1","1879","512","1","0","1","12","3","3"
"elevator13","7","16","3","1","1879","512","1","0","1","13","3","3"
"elevator13","7","16","3","1","1879","512","1","0","1","11","3","3"
"elevator13","7","16","3","1","1879","512","1","0","1","14","4","4"
"elevator13","7","16","3","1","1879","512","1","0","1","13","4","4"
"elevator13","7","16","3","1","1879","512","1","0","1","18","3","3"
"elevator13","7","16","3","1","1879","512","2","0","1","15","3","3"
"elevator13","7","16","3","1","1879","512","1","0","1","11","3","3"
"elevator13","7","16","3","1","1879","512","1","0","1","12","3","3"
"elevator13","7","16","3","1","1879","512","1","0","1","11","3","3"
"elevator14","14","24","2","1","3598","1062","1","0","1","25","5","5"
"elevator14","14","24","2","1","3598","1062","2","0","1","29","4","4"
"elevator14","14","24","2","1","3598","1062","2","0","1","32","6","6"
"elevator14","14","24","2","1","3598","1062","1","0","1","27","5","5"
"elevator14","14","24","2","1","3598","1062","2","0","1","35","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","21","4","4"
"elevator14","14","24","2","1","3598","1062","1","0","1","28","6","6"
"elevator14","14","24","2","1","3598","1062","1","0","1","26","5","5"
"elevator14","14","24","2","1","3598","1062","2","1","1","33","10","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","26","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","26","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","26","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","26","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","26","5","5"
"elevator14","14","24","2","1","3598","1062","2","1","1","31","11","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","23","4","4"
"elevator14","14","24","2","1","3598","1062","2","1","1","29","10","5"
"elevator14","14","24","2","1","3598","1062","2","0","1","31","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","23","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","24","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","23","4","4"
"elevator14","14","24","2","1","3598","1062","1","0","1","24","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","27","5","5"
"elevator14","14","24","2","1","3598","1062","1","0","1","28","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","25","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","24","4","4"
"elevator15","14","25","3","1","3703","1110","1","0","1","27","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","25","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","27","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","28","5","5"
"elevator15","14","25","3","1","3703","1110","2","0","1","30","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","28","5","5"
"elevator15","14","25","3","1","3703","1110","3","0","1","42","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","25","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","23","4","4"
"elevator15","14","25","3","1","3703","1110","1","0","1","23","4","4"
"elevator15","14","25","3","1","3703","1110","1","0","1","23","4","4"
"elevator15","14","25","3","1","3703","1110","1","0","1","26","5","5"
"elevator15","14","25","3","1","3703","1110","2","1","1","29","9","4"
"elevator15","14","25","3","1","3703","1110","1","0","1","25","5","5"
"elevator15","14","25","3","1","3703","1110","2","0","1","34","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","26","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","24","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","23","4","4"
"elevator15","14","25","3","1","3703","1110","1","0","1","23","4","4"
"elevator15","14","25","3","1","3703","1110","1","0","1","25","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","28","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","27","5","5"
"elevator15","14","25","3","1","3703","1110","1","0","1","23","4","4"
"elevator16","21","30","3","1","5482","1850","1","0","1","44","7","7"
"elevator16","21","30","3","1","5482","1850","1","0","1","49","7","7"
"elevator16","21","30","3","1","5482","1850","1","0","1","49","8","8"
"elevator16","21","30","3","1","5482","1850","1","0","1","45","8","8"
"elevator16","21","30","3","1","5482","1850","1","0","1","48","7","7"
"elevator16","21","30","3","1","5482","1850","1","0","1","51","8","8"
"elevator16","21","30","3","1","5482","1850","2","0","1","55","8","8"
"elevator16","21","30","3","1","5482","1850","2","0","1","64","7","7"
"elevator16","21","30","3","1","5482","1850","1","0","1","59","10","10"
"elevator16","21","30","3","1","5482","1850","1","0","1","49","7","7"
"elevator16","21","30","3","1","5482","1850","1","0","1","50","7","7"
"elevator16","21","30","3","1","5482","1850","2","0","1","58","6","6"
"elevator16","21","30","3","1","5482","1850","1","0","1","56","8","8"
"elevator16","21","30","3","1","5482","1850","1","0","1","56","8","8"
"elevator16","21","30","3","1","5482","1850","1","0","1","50","7","7"
"elevator16","21","30","3","1","5482","1850","1","0","1","45","7","7"
"elevator16","21","30","3","1","5482","1850","2","1","1","59","18","8"
"elevator16","21","30","3","1","5482","1850","1","0","1","45","8","8"
"elevator16","21","30","3","1","5482","1850","1","0","1","44","7","7"
"elevator16","21","30","3","1","5482","1850","1","0","1","53","9","9"
"elevator16","21","30","3","1","5482","1850","1","0","1","55","7","7"
"elevator16","21","30","3","1","5482","1850","2","1","1","61","16","7"
"elevator16","21","30","3","1","5482","1850","1","0","1","48","8","8"
"elevator16","21","30","3","1","5482","1850","1","0","1","57","8","8"
"elevator16","21","30","3","1","5482","1850","1","0","1","47","8","8"
"elevator17","12","27","3","1","3640","1030","1","0","1","28","5","5"
"elevator17","12","27","3","1","3640","1030","2","1","1","35","9","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","29","5","5"
"elevator17","12","27","3","1","3640","1030","1","0","1","28","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","25","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","30","5","5"
"elevator17","12","27","3","1","3640","1030","3","0","1","46","5","5"
"elevator17","12","27","3","1","3640","1030","1","0","1","27","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","32","5","5"
"elevator17","12","27","3","1","3640","1030","1","0","1","28","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","29","5","5"
"elevator17","12","27","3","1","3640","1030","1","0","1","31","5","5"
"elevator17","12","27","3","1","3640","1030","1","0","1","29","5","5"
"elevator17","12","27","3","1","3640","1030","1","0","1","29","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","27","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","31","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","34","5","5"
"elevator17","12","27","3","1","3640","1030","1","0","1","29","5","5"
"elevator17","12","27","3","1","3640","1030","2","0","1","39","5","5"
"elevator17","12","27","3","1","3640","1030","2","0","1","35","5","5"
"elevator17","12","27","3","1","3640","1030","1","0","1","30","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","28","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","28","4","4"
"elevator17","12","27","3","1","3640","1030","1","0","1","31","5","5"
"elevator17","12","27","3","1","3640","1030","2","1","1","39","11","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","36","7","7"
"elevator18","13","26","3","1","3958","1198","1","0","1","30","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","30","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","31","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","34","5","5"
"elevator18","13","26","3","1","3958","1198","2","1","1","36","11","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","29","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","33","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","32","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","28","6","6"
"elevator18","13","26","3","1","3958","1198","2","1","1","36","11","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","27","5","5"
"elevator18","13","26","3","1","3958","1198","2","0","1","36","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","33","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","30","4","4"
"elevator18","13","26","3","1","3958","1198","1","0","1","28","4","4"
"elevator18","13","26","3","1","3958","1198","1","0","1","30","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","28","4","4"
"elevator18","13","26","3","1","3958","1198","1","0","1","30","5","5"
"elevator18","13","26","3","1","3958","1198","2","0","1","40","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","31","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","31","6","6"
"elevator18","13","26","3","1","3958","1198","1","0","1","32","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","27","5","5"
"elevator18","13","26","3","1","3958","1198","1","0","1","28","5","5"
"elevator19","22","43","3","1","6834","2107","1","0","1","122","11","11"
"elevator19","22","43","3","1","6834","2107","3","1","1","163","28","11"
"elevator19","22","43","3","1","6834","2107","1","0","1","118","13","13"
"elevator19","22","43","3","1","6834","2107","1","0","1","122","12","12"
"elevator19","22","43","3","1","6834","2107","1","0","1","114","12","12"
"elevator19","22","43","3","1","6834","2107","1","0","1","118","11","11"
"elevator19","22","43","3","1","6834","2107","1","0","1","128","12","12"
"elevator19","22","43","3","1","6834","2107","1","0","1","104","10","10"
"elevator19","22","43","3","1","6834","2107","1","0","1","107","10","10"
"elevator19","22","43","3","1","6834","2107","1","0","1","111","11","11"
"elevator19","22","43","3","1","6834","2107","1","0","1","126","13","13"
"elevator19","22","43","3","1","6834","2107","1","0","1","123","10","10"
"elevator19","22","43","3","1","6834","2107","2","0","1","128","11","11"
"elevator19","22","43","3","1","6834","2107","1","0","1","117","11","11"
"elevator19","22","43","3","1","6834","2107","3","0","1","142","11","11"
"elevator19","22","43","3","1","6834","2107","1","0","1","113","13","13"
"elevator19","22","43","3","1","6834","2107","3","2","1","156","38","15"
"elevator19","22","43","3","1","6834","2107","1","0","1","117","10","10"
"elevator19","22","43","3","1","6834","2107","1","0","1","108","11","11"
"elevator19","22","43","3","1","6834","2107","1","0","1","114","9","9"
"elevator19","22","43","3","1","6834","2107","2","0","1","126","13","13"
"elevator19","22","43","3","1","6834","2107","2","1","1","136","26","12"
"elevator19","22","43","3","1","6834","2107","7","0","1","274","11","11"
"elevator20","18","30","3","1","5087","1724","1","0","1","44","6","6"
"elevator20","18","30","3","1","5087","1724","1","0","1","44","8","8"
"elevator20","18","30","3","1","5087","1724","1","0","1","45","7","7"
"elevator20","18","30","3","1","5087","1724","1","0","1","44","7","7"
"elevator20","18","30","3","1","5087","1724","1","0","1","49","9","9"
"elevator20","18","30","3","1","5087","1724","1","0","1","44","7","7"
"elevator20","18","30","3","1","5087","1724","2","0","1","57","7","7"
"elevator20","18","30","3","1","5087","1724","1","0","1","43","7","7"
"elevator20","18","30","3","1","5087","1724","1","0","1","45","9","9"
"elevator20","18","30","3","1","5087","1724","1","0","1","44","6","6"
"elevator20","18","30","3","1","5087","1724","1","0","1","45","6","6"
"elevator20","18","30","3","1","5087","1724","1","0","1","41","6","6"
"elevator20","18","30","3","1","5087","1724","1","0","1","48","7","7"
"elevator20","18","30","3","1","5087","1724","2","0","1","56","6","6"
"elevator20","18","30","3","1","5087","1724","1","0","1","42","7","7"
"elevator20","18","30","3","1","5087","1724","1","0","1","53","7","7"
"elevator20","18","30","3","1","5087","1724","1","0","1","44","6","6"
"elevator20","18","30","3","1","5087","1724","1","0","1","49","6","6"
"elevator20","18","30","3","1","5087","1724","1","0","1","46","8","8"
"elevator20","18","30","3","1","5087","1724","1","0","1","61","22","22"
